Date,Open,High,Low,Close,Adj Close,Volume
01-05-1996,87.194199,89.493797,87.194199,89.110497,20.116707,740943
02-05-1996,89.110497,92.943199,89.110497,92.559998,20.895437,274130
03-05-1996,92.224602,94.667999,91.505997,93.757698,21.165812,706857
04-05-1996,93.374397,95.578201,93.3265,94.907501,21.425385,1494347
05-05-1996,95.338699,95.338699,94.284698,94.907501,21.425385,119920
06-05-1996,94.476303,95.626099,93.518097,95.242897,21.501102,292164
07-05-1996,null,null,null,null,null,null
08-05-1996,95.769897,96.584297,95.338699,95.482399,21.555168,160717
09-05-1996,95.721901,97.925797,95.338699,97.686203,22.052675,452233
10-05-1996,97.350899,100.800003,97.350899,100.033997,22.582691,305298
11-05-1996,100.033997,100.224998,95.051201,96.009399,21.674139,480600
12-05-1996,94.284698,97.254997,93.949303,97.2071,21.944519,394165
13-05-1996,null,null,null,null,null,null
14-05-1996,97.638298,97.925797,96.488503,96.632202,21.814734,242038
15-05-1996,96.105202,96.680099,92.176697,92.943199,20.981945,1080520
16-05-1996,91.937103,92.464104,90.452003,91.170601,20.581778,424253
17-05-1996,91.985001,92.751602,89.014702,89.158401,20.127523,1508791
18-05-1996,88.727203,89.877098,86.236,88.104401,19.889582,1008148
19-05-1996,88.535599,88.535599,86.283897,86.715103,19.575954,421889
20-05-1996,null,null,null,null,null,null
21-05-1996,null,null,null,null,null,null
22-05-1996,87.5774,92.847397,87.194199,92.128799,20.79809,639589
23-05-1996,91.026901,92.943199,88.200203,88.679298,20.019363,258532
24-05-1996,88.9189,89.877098,87.002502,87.194199,19.684105,230959
25-05-1996,87.194199,88.823097,86.283897,88.631401,20.008553,425829
26-05-1996,88.535599,89.110497,87.481598,87.673203,19.792242,318281
27-05-1996,88.679298,89.4459,87.5774,88.056503,19.878767,387334
28-05-1996,87.481598,87.625397,86.9067,87.146301,19.67329,342275
29-05-1996,86.667198,87.481598,85.469498,85.900597,19.392075,276003
30-05-1996,85.277802,86.619301,84.319603,85.421501,19.28392,662622
31-05-1996,85.277802,85.709,84.798698,85.0383,19.197409,214971
01-06-1996,null,null,null,null,null,null
02-06-1996,84.319603,85.469498,82.403297,83.0261,18.743153,198810
03-06-1996,84.080101,84.511299,75.121101,75.312798,17.001875,1038550
04-06-1996,74.450401,76.127197,73.300598,75.552299,17.055941,674202
05-06-1996,74.7379,77.516602,73.348503,77.420799,17.477758,619092
06-06-1996,77.804001,77.804001,75.216904,76.510498,17.272259,607742
07-06-1996,77.037498,79.432899,76.654198,79.241302,17.888737,417141
08-06-1996,79.2892,82.4991,78.378899,81.8284,18.472776,803859
09-06-1996,80.4869,81.301399,79.480797,80.822304,18.245646,431063
10-06-1996,80.103699,81.636703,78.762199,80.678596,18.213205,452108
11-06-1996,80.870201,81.972099,79.720398,80.199501,18.105049,179257
12-06-1996,79.912003,80.678596,78.666397,80.534798,18.180744,460489
13-06-1996,80.343201,81.349297,79.864098,80.870201,18.256458,523076
14-06-1996,null,null,null,null,null,null
15-06-1996,82.403297,83.1698,81.636703,82.403297,18.602558,896979
16-06-1996,83.217697,84.846603,83.217697,84.750801,19.132505,433599
17-06-1996,84.607101,84.607101,79.768303,81.349297,18.364616,1227512
18-06-1996,82.211601,82.594902,80.966003,81.445099,18.386244,429404
19-06-1996,83.361504,84.511299,82.786598,83.0261,18.743153,202222
20-06-1996,82.834503,82.882401,80.295303,81.061798,18.299713,479196
21-06-1996,81.636703,81.636703,76.845802,77.612396,17.521013,1324937
22-06-1996,77.756104,78.953796,77.516602,78.762199,17.780579,633776
23-06-1996,80.103699,81.445099,78.714302,79.049698,17.84548,1417618
24-06-1996,78.762199,79.241302,77.516602,78.187302,17.650795,479431
25-06-1996,78.378899,78.953796,75.360703,75.839798,17.120844,796961
26-06-1996,75.504402,76.654198,74.019203,76.558403,17.283072,802680
27-06-1996,76.75,77.420799,75.887703,76.558403,17.283072,373887
28-06-1996,null,null,null,null,null,null
29-06-1996,null,null,null,null,null,null
30-06-1996,null,null,null,null,null,null
01-07-1996,78.570602,80.4869,78.570602,79.8162,18.018522,361306
02-07-1996,80.439003,80.439003,77.181198,77.708199,17.542637,535240
03-07-1996,77.277,79.1455,77.181198,78.570602,17.737328,1531793
04-07-1996,79.337097,79.672501,77.612396,78.187302,17.650795,534238
05-07-1996,77.995697,78.474701,76.175102,76.558403,17.283072,1439550
06-07-1996,76.270897,76.510498,74.306702,74.354599,16.785563,1377271
07-07-1996,74.689903,75.695999,71.575897,71.959099,16.244778,1506907
08-07-1996,72.246597,72.246597,66.497498,67.455704,15.228137,3849349
09-07-1996,65.9226,68.413902,63.7188,67.647301,15.271388,1634671
10-07-1996,67.455704,69.755302,64.485397,64.533302,14.568403,2798479
11-07-1996,63.527199,64.102097,59.407001,61.1796,13.811306,3352285
12-07-1996,61.7066,62.185699,60.269402,61.0359,13.778863,994638
13-07-1996,61.131699,62.281601,60.460999,60.652599,13.692337,869927
14-07-1996,60.3652,61.610802,55.7659,56.436699,12.740595,1992287
15-07-1996,56.101299,56.532501,54.999401,55.574299,12.545909,2078153
16-07-1996,54.999401,57.346901,54.472401,56.532501,12.762223,2514920
17-07-1996,56.532501,60.3652,56.244999,59.598701,13.454417,4249207
18-07-1996,60.077702,60.7006,59.454899,60.173599,13.5842,2131750
19-07-1996,59.981899,60.3652,57.778099,58.1614,13.129945,3269910
20-07-1996,57.873901,58.9758,57.778099,58.640499,13.238103,2722820
21-07-1996,58.8321,63.0481,58.784199,62.8564,14.189843,4107532
22-07-1996,62.089901,64.054199,60.748501,60.940102,13.757237,3149948
23-07-1996,60.796398,60.987999,58.640499,60.940102,13.757237,3923281
24-07-1996,61.562901,64.916496,61.562901,64.293701,14.514315,5210177
25-07-1996,64.772797,66.880798,63.814602,66.162201,14.936124,7885177
26-07-1996,66.114304,68.509697,64.629097,65.204002,14.719812,6048779
27-07-1996,64.772797,65.731003,63.862499,65.635201,14.817158,6801333
28-07-1996,66.114304,67.264099,65.204002,65.491402,14.784696,5097468
29-07-1996,64.964401,65.9226,64.293701,64.964401,14.665725,2588612
30-07-1996,64.5812,65.347702,64.006302,64.5812,14.579217,4344612
31-07-1996,null,null,null,null,null,null
01-08-1996,null,null,null,null,null,null
02-08-1996,null,null,null,null,null,null
03-08-1996,null,null,null,null,null,null
04-08-1996,null,null,null,null,null,null
05-08-1996,65.156097,69.946999,65.156097,69.372101,15.660764,5523496
06-08-1996,69.563698,69.755302,67.743202,68.270203,15.41201,3982555
07-08-1996,67.647301,68.701302,67.455704,68.557602,15.476887,3516759
08-08-1996,68.605499,69.372101,67.216202,67.743202,15.293038,3437218
09-08-1996,67.647301,67.647301,65.874702,66.880798,15.09835,6390621
10-08-1996,67.264099,67.838997,66.305901,66.4496,15.001009,2899301
11-08-1996,66.497498,67.264099,66.210098,67.264099,15.18488,3247561
12-08-1996,67.455704,68.940903,67.264099,67.7911,15.303852,4641932
13-08-1996,67.838997,68.222298,67.1203,67.934799,15.336291,1957200
14-08-1996,68.413902,68.797096,66.497498,67.455704,15.228137,4040618
15-08-1996,67.455704,72.055,66.976601,70.713501,15.963584,7191427
16-08-1996,71.863297,74.7379,66.114304,66.114304,14.925314,6580288
17-08-1996,65.539398,67.455704,63.9104,64.5812,14.579217,4257911
18-08-1996,65.060303,65.826797,63.958401,64.102097,14.471061,2910264
19-08-1996,64.006302,66.689201,63.4314,65.347702,14.752254,3747071
20-08-1996,65.347702,65.7789,63.4314,64.150002,14.481873,3565132
21-08-1996,null,null,null,null,null,null
22-08-1996,63.814602,64.5812,62.664799,64.389503,14.535941,3295422
23-08-1996,65.347702,68.892998,65.060303,68.413902,15.44445,6236693
24-08-1996,68.413902,69.755302,66.880798,68.030602,15.357921,4943885
25-08-1996,68.605499,68.9888,65.539398,66.114304,14.925314,3513252
26-08-1996,66.114304,66.305901,63.814602,64.197899,14.492684,3526538
27-08-1996,63.814602,63.814602,60.460999,61.131699,13.800489,4058052
28-08-1996,61.131699,61.323399,59.071701,59.119598,13.346259,2253951
29-08-1996,59.119598,60.173599,58.640499,59.6945,13.476045,3607468
30-08-1996,59.790298,61.2276,59.646599,59.8382,13.508481,1956386
31-08-1996,59.790298,61.275501,59.6945,61.2276,13.822141,1349854
01-09-1996,60.844299,61.754601,60.173599,60.796398,13.724797,2574455
02-09-1996,61.419201,61.850399,60.940102,61.275501,13.832953,1034453
03-09-1996,61.514999,64.102097,61.275501,63.862499,14.416968,2434293
04-09-1996,63.814602,64.772797,62.8564,63.4314,14.319648,1677210
05-09-1996,63.814602,64.341599,63.0481,63.7188,14.384527,1010856
06-09-1996,63.814602,66.066399,63.623001,65.683098,14.82797,2869729
07-09-1996,66.305901,67.072403,66.018402,66.785004,15.076723,2091742
08-09-1996,66.497498,66.928703,65.156097,66.305901,14.968568,2475183
09-09-1996,65.539398,66.114304,64.245796,65.826797,14.860411,1852537
10-09-1996,65.491402,65.970497,65.060303,65.731003,14.838785,1905722
11-09-1996,65.443497,66.353798,65.299797,65.635201,14.817158,2660347
12-09-1996,67.455704,67.455704,64.197899,64.293701,14.514315,1411278
13-09-1996,64.102097,65.1082,63.527199,64.437401,14.546753,1336354
14-09-1996,64.006302,65.1082,63.623001,64.868599,14.644096,2940306
15-09-1996,64.964401,67.024498,64.916496,66.641296,15.044281,1977765
16-09-1996,67.982697,68.222298,66.305901,66.4496,15.001009,1771999
17-09-1996,73.0131,77.372803,71.863297,74.546204,16.828817,5548507
18-09-1996,74.546204,75.695999,73.683899,75.312798,17.001875,3907089
19-09-1996,75.648102,78.187302,74.7379,76.845802,17.347952,5258138
20-09-1996,76.462601,78.762199,75.504402,77.324898,17.456108,5728604
21-09-1996,null,null,null,null,null,null
22-09-1996,76.0793,77.229103,75.312798,75.552299,17.055941,2627827
23-09-1996,75.216904,76.270897,73.0131,73.635902,16.623318,3256322
24-09-1996,74.067101,75.600197,73.587997,74.162903,16.742285,2851428
25-09-1996,74.929497,75.312798,73.779701,75.073196,16.947784,3714739
26-09-1996,74.641998,75.4086,73.875504,74.258797,16.763939,1973898
27-09-1996,75.121101,75.600197,74.450401,75.216904,16.980228,1003050
28-09-1996,74.977402,75.216904,73.204803,73.731796,16.644968,1625513
29-09-1996,73.444298,73.635902,71.480003,71.528,16.147455,1515131
30-09-1996,71.288399,73.204803,70.569801,73.156898,16.515186,1468825
01-10-1996,73.3964,74.258797,73.108902,73.3964,16.569246,1608903
02-10-1996,null,null,null,null,null,null
03-10-1996,74.210899,75.600197,73.683899,75.4086,17.023502,2146152
04-10-1996,75.025299,75.264801,74.210899,74.594101,16.839628,1021282
05-10-1996,73.971298,74.306702,73.204803,74.210899,16.753124,673883
06-10-1996,74.354599,74.354599,71.432098,71.863297,16.22315,1118436
07-10-1996,68.030602,68.030602,64.772797,65.156097,14.709002,2401741
08-10-1996,64.677002,68.413902,64.389503,68.270203,15.41201,1779326
09-10-1996,68.9888,70.282303,68.797096,70.186501,15.844613,1648332
10-10-1996,70.138603,71.000999,69.6595,70.234398,15.855423,1040230
11-10-1996,70.186501,70.713501,69.180397,70.3302,15.877053,1196229
12-10-1996,70.138603,70.138603,69.372101,69.851196,15.768918,1310769
13-10-1996,null,null,null,null,null,null
14-10-1996,70.713501,73.875504,70.713501,73.3964,16.569246,1811460
15-10-1996,72.821503,73.108902,70.521896,70.953003,16.017651,1560885
16-10-1996,69.994904,72.773598,68.892998,71.959099,16.244778,1255247
17-10-1996,null,null,null,null,null,null
18-10-1996,72.438202,73.0131,71.959099,72.1987,16.298866,782308
19-10-1996,null,null,null,null,null,null
20-10-1996,72.246597,73.587997,72.055,73.204803,16.525995,989769
21-10-1996,null,null,null,null,null,null
22-10-1996,74.546204,74.929497,73.683899,74.594101,16.839628,1751893
23-10-1996,74.929497,75.887703,74.833702,75.456497,17.034317,4116804
24-10-1996,75.887703,77.612396,75.504402,77.037498,17.391226,3053907
25-10-1996,76.941704,77.229103,75.887703,76.270897,17.218166,1930018
26-10-1996,75.887703,76.75,75.887703,76.510498,17.272259,1381842
27-10-1996,76.6063,76.941704,76.175102,76.366798,17.239819,1214728
28-10-1996,76.175102,76.366798,74.594101,75.9356,17.142477,2955224
29-10-1996,77.612396,77.995697,77.037498,77.229103,17.434479,1744995
30-10-1996,null,null,null,null,null,null
31-10-1996,76.462601,76.558403,74.785797,75.073196,16.947784,1819005
01-11-1996,74.546204,74.594101,72.486099,72.821503,16.439466,2585053
02-11-1996,72.821503,73.3964,71.6717,72.294502,16.320496,2276248
03-11-1996,72.438202,72.438202,71.096802,71.767502,16.201523,1172288
04-11-1996,null,null,null,null,null,null
05-11-1996,71.911201,72.533997,70.905197,70.905197,16.006861,2172854
06-11-1996,71.480003,72.246597,69.994904,70.042801,17.823093,2348114
07-11-1996,69.755302,71.240501,69.419998,70.761398,18.005947,6306518
08-11-1996,70.905197,73.0131,70.138603,72.821503,18.530165,5781099
09-11-1996,72.533997,73.587997,71.911201,72.821503,18.530165,3652705
10-11-1996,73.0131,75.600197,73.0131,75.360703,19.176289,5753787
11-11-1996,75.743896,77.564499,75.743896,77.037498,19.602962,4674248
12-11-1996,77.229103,77.420799,76.175102,76.462601,19.456676,2588132
13-11-1996,76.270897,76.75,75.312798,75.4086,19.188477,3428994
14-11-1996,75.887703,75.983498,74.402496,74.929497,19.066561,6093865
15-11-1996,74.929497,75.791801,74.450401,75.025299,19.090939,3434932
16-11-1996,75.360703,77.372803,75.360703,76.654198,19.505432,4445700
17-11-1996,76.893799,77.468697,74.641998,75.312798,19.164095,10129265
18-11-1996,77.612396,78.235199,75.552299,75.743896,19.273794,15660436
19-11-1996,75.552299,75.983498,74.929497,75.695999,19.26161,4273753
20-11-1996,75.504402,76.414703,75.312798,75.695999,19.26161,4020126
21-11-1996,75.983498,76.6063,75.743896,76.414703,19.444489,2718562
22-11-1996,76.654198,78.187302,76.462601,77.133301,19.627344,8531680
23-11-1996,77.229103,77.804001,76.6063,76.845802,19.554182,4592546
24-11-1996,77.085403,79.1455,76.893799,77.420799,19.700502,9334203
25-11-1996,77.420799,78.043602,76.845802,77.229103,19.651722,4960562
26-11-1996,77.229103,77.324898,75.695999,76.127197,19.37133,4387808
27-11-1996,76.175102,76.558403,75.600197,76.318802,19.420086,3406513
28-11-1996,76.654198,77.564499,76.366798,76.989601,19.590778,4976029
29-11-1996,77.085403,78.043602,76.845802,77.660301,19.761446,5520020
30-11-1996,77.851898,82.4991,77.851898,80.966003,20.602613,17009372
01-12-1996,81.8284,84.127998,81.061798,82.259598,20.93178,9058503
02-12-1996,82.594902,83.936401,82.403297,83.744698,21.309681,8754306
03-12-1996,83.744698,85.852699,83.648903,84.415497,21.480371,7948229
04-12-1996,84.511299,84.607101,82.738602,83.1698,21.163387,5253660
05-12-1996,83.1698,88.727203,82.834503,86.427597,21.992367,19762671
06-12-1996,87.385803,90.404099,87.002502,88.966797,22.638489,14426777
07-12-1996,89.062599,89.925003,87.5774,88.200203,22.443428,9886757
08-12-1996,87.5774,88.152298,85.373596,86.3797,21.980185,6823802
09-12-1996,86.236,87.625397,85.469498,85.756897,21.821705,3760894
10-12-1996,86.044296,86.236,83.505203,84.223801,21.431593,7892936
11-12-1996,85.086197,86.810898,84.654999,86.619301,22.041151,3317485
12-12-1996,87.002502,88.152298,86.044296,86.763,22.077717,7375130
13-12-1996,86.810898,88.535599,85.948502,86.523399,22.016748,6160820
14-12-1996,86.3797,86.9067,84.319603,85.5653,21.772953,4604031
15-12-1996,85.277802,86.810898,84.511299,84.702904,21.553507,5173957
16-12-1996,85.469498,86.331802,83.648903,83.6968,21.297489,3869168
17-12-1996,83.744698,84.127998,82.115799,82.546997,21.004911,5299711
18-12-1996,83.265602,87.769096,82.978203,87.385803,22.236195,11308472
19-12-1996,87.960701,88.631401,85.277802,85.5653,21.772953,5628737
20-12-1996,85.277802,85.5653,83.648903,84.223801,21.431593,5794275
21-12-1996,81.780502,82.930298,80.343201,81.636703,20.773281,2338888
22-12-1996,81.8284,82.211601,79.337097,80.007797,20.358784,8156066
23-12-1996,80.295303,81.061798,77.277,77.612396,19.749258,6111168
24-12-1996,77.468697,78.283096,75.695999,77.899803,19.822386,4749062
25-12-1996,77.995697,78.043602,73.779701,74.162903,18.871494,5527138
26-12-1996,74.7379,76.270897,73.492203,75.887703,19.310389,6398375
27-12-1996,76.0793,77.133301,75.360703,76.797897,19.541996,5880178
28-12-1996,77.324898,78.331001,76.845802,77.804001,19.798006,4759624
29-12-1996,78.187302,78.426804,75.743896,75.743896,19.273794,5059125
30-12-1996,75.504402,75.791801,73.0131,73.5401,18.71302,7629232
31-12-1996,74.354599,75.216904,73.300598,74.354599,18.920273,5477773
01-01-1997,74.258797,75.456497,73.875504,75.025299,19.090939,5852349
02-01-1997,75.312798,76.414703,74.354599,74.450401,18.944654,9130932
03-01-1997,74.258797,75.504402,73.923401,74.7379,19.017809,3279157
04-01-1997,75.121101,76.175102,74.450401,74.7379,19.017809,5355301
05-01-1997,75.887703,77.229103,75.552299,75.887703,19.310389,4701132
06-01-1997,76.0793,76.845802,75.887703,76.558403,19.481054,2935693
07-01-1997,76.654198,78.522697,75.648102,75.983498,19.334766,7796519
08-01-1997,75.168999,76.0793,72.438202,72.533997,18.457005,5249042
09-01-1997,72.629898,73.0131,70.186501,71.096802,18.091299,6410408
10-01-1997,71.432098,73.156898,71.288399,73.108902,18.603292,5283947
11-01-1997,73.252701,73.683899,71.000999,71.575897,18.213205,5300719
12-01-1997,71.288399,71.959099,70.521896,71.767502,18.261963,3292897
13-01-1997,71.959099,72.246597,70.761398,71.959099,18.310715,3355161
14-01-1997,null,null,null,null,null,null
15-01-1997,null,null,null,null,null,null
16-01-1997,71.480003,72.246597,71.096802,71.528,18.201017,2678731
17-01-1997,71.000999,71.623802,69.6595,70.186501,17.859661,3428211
18-01-1997,70.426102,70.617699,68.653397,69.036697,17.56708,4995008
19-01-1997,69.419998,69.563698,65.539398,65.9226,16.77467,4869901
20-01-1997,null,null,null,null,null,null
21-01-1997,66.880798,67.359901,66.210098,67.024498,17.055058,2365798
22-01-1997,67.647301,68.126404,66.880798,67.168297,17.091646,3320543
23-01-1997,67.072403,67.072403,64.868599,64.964401,16.530842,2556457
24-01-1997,64.772797,64.772797,63.2397,64.197899,16.3358,2549454
25-01-1997,64.197899,66.401703,64.197899,66.114304,16.823452,3809309
26-01-1997,65.012398,66.258003,64.389503,65.9226,16.77467,3691711
27-01-1997,65.635201,67.264099,65.204002,66.497498,16.920954,4285839
28-01-1997,66.305901,66.928703,65.635201,66.689201,16.969736,1522760
29-01-1997,66.785004,68.222298,66.689201,67.7911,17.250126,2433724
30-01-1997,67.359901,68.270203,66.976601,67.934799,17.286694,2139582
31-01-1997,68.222298,69.180397,67.695297,67.838997,17.262316,3630136
01-02-1997,67.264099,67.982697,66.305901,67.743202,17.237942,2777267
02-02-1997,67.886902,68.222298,67.359901,67.695297,17.225744,1932674
03-02-1997,67.7911,68.030602,66.928703,68.030602,17.311069,1975615
04-02-1997,68.174301,68.749298,67.982697,68.557602,17.445169,1822204
05-02-1997,67.455704,68.797096,67.455704,68.3181,17.38423,1478197
06-02-1997,68.078499,68.270203,65.731003,65.970497,16.786854,2344925
07-02-1997,65.443497,65.443497,63.0481,64.629097,16.445526,3648191
08-02-1997,64.533302,64.5812,63.2397,63.623001,16.189512,1831299
09-02-1997,63.814602,64.102097,61.275501,61.610802,15.677485,2680406
10-02-1997,61.802502,62.137798,59.981899,61.467098,15.640921,3885877
11-02-1997,61.994099,63.000198,60.940102,62.185699,15.823775,3994666
12-02-1997,62.185699,63.191799,62.089901,63.0481,16.043224,1375256
13-02-1997,63.2397,64.677002,62.664799,64.485397,16.408957,2608196
14-02-1997,64.389503,65.060303,63.814602,63.862499,16.250456,1664258
15-02-1997,64.006302,64.772797,63.335499,64.533302,16.421148,1947442
16-02-1997,64.197899,64.197899,62.425301,63.814602,16.238268,2714366
17-02-1997,null,null,null,null,null,null
18-02-1997,63.814602,64.868599,62.8564,63.3834,16.128544,2419202
19-02-1997,62.8564,63.096001,62.089901,62.808498,15.982253,1571650
20-02-1997,62.664799,63.814602,62.281601,63.766701,16.226078,1404254
21-02-1997,63.4314,63.623001,62.664799,63.3834,16.128544,2036032
22-02-1997,63.191799,64.150002,62.952301,64.054199,16.299236,1640150
23-02-1997,64.197899,65.9226,63.814602,65.156097,16.579624,2914987
24-02-1997,66.114304,66.258003,64.389503,64.629097,16.445526,1450921
25-02-1997,64.389503,64.964401,64.006302,64.5812,16.433338,1304142
26-02-1997,64.772797,66.018402,64.293701,65.7789,16.738102,2252933
27-02-1997,65.9226,67.934799,65.9226,67.168297,17.091646,3995527
28-02-1997,67.647301,67.7911,65.7789,66.210098,16.847824,1929700
01-03-1997,66.689201,66.689201,64.5812,64.964401,16.530842,2131687
02-03-1997,64.772797,64.868599,63.527199,64.533302,16.421148,1878331
03-03-1997,63.766701,64.054199,62.616901,63.287601,16.104168,2096161
04-03-1997,63.2397,63.5751,62.664799,63.4314,16.140757,1301460
05-03-1997,63.479301,64.389503,62.9044,64.150002,16.323612,1688768
06-03-1997,64.006302,64.389503,61.562901,62.616901,15.9335,2284300
07-03-1997,null,null,null,null,null,null
08-03-1997,null,null,null,null,null,null
09-03-1997,61.802502,61.802502,60.652599,61.0359,15.531198,1118811
10-03-1997,null,null,null,null,null,null
11-03-1997,61.7066,62.760601,60.748501,62.664799,15.945689,2852081
12-03-1997,62.8564,64.389503,62.7127,63.814602,16.238268,4151965
13-03-1997,64.054199,64.964401,63.766701,64.293701,16.360176,2180739
14-03-1997,64.006302,64.772797,63.335499,64.772797,16.482088,1939760
15-03-1997,64.964401,66.210098,64.485397,65.9226,16.77467,3529711
16-03-1997,65.156097,65.156097,64.197899,64.485397,16.408957,1759324
17-03-1997,64.964401,65.443497,64.293701,64.629097,16.445526,2728690
18-03-1997,64.772797,65.156097,63.9104,64.341599,16.372364,2892861
19-03-1997,63.814602,64.389503,62.473202,63.335499,16.116352,2909513
20-03-1997,63.527199,64.197899,61.994099,62.664799,15.945689,3660245
21-03-1997,62.760601,62.760601,59.3591,60.5089,15.397099,5967891
22-03-1997,60.3652,60.940102,59.3591,60.556801,15.409286,3681682
23-03-1997,60.3652,61.1796,59.023701,60.652599,15.433661,3737595
24-03-1997,60.173599,61.610802,59.215401,61.323399,15.604356,2267513
25-03-1997,60.556801,62.233601,60.556801,61.514999,15.653111,3272958
26-03-1997,60.844299,61.131699,58.927898,59.071701,15.03139,2930568
27-03-1997,59.119598,61.2276,58.640499,59.6945,15.189868,3113285
28-03-1997,59.886101,60.748501,58.8321,59.6945,15.189868,2843685
29-03-1997,59.407001,61.467098,59.263302,61.1796,15.567765,2516955
30-03-1997,60.8922,61.0359,59.598701,60.173599,15.311776,2773572
31-03-1997,59.981899,60.3652,57.203201,57.730202,14.690029,6002906
01-04-1997,57.682301,58.448799,56.1492,56.580399,14.39745,3885376
02-04-1997,57.1553,57.1553,55.4785,55.7659,14.190192,3024700
03-04-1997,55.4785,56.724098,54.711899,55.574299,14.14144,3293356
04-04-1997,55.526402,56.244999,53.370499,53.466301,13.605039,3589569
05-04-1997,53.658001,53.9454,52.651901,53.466301,13.605039,2030897
06-04-1997,53.466301,54.2328,52.077,52.556,13.373402,2407148
07-04-1997,52.124901,52.172798,48.627499,49.250301,12.532234,4285380
08-04-1997,49.106602,50.639702,48.483799,50.5439,12.861404,4285980
09-04-1997,50.2085,52.316502,49.825199,51.5979,13.129603,4150603
10-04-1997,52.699799,53.658001,51.549999,52.795601,13.43437,2974835
11-04-1997,52.891399,55.382702,52.891399,54.999401,13.995152,4185054
12-04-1997,55.526402,55.7659,54.041199,54.6161,13.897615,2749861
13-04-1997,54.328701,54.999401,53.897499,54.0891,13.763516,1577797
14-04-1997,53.897499,55.143101,53.562099,54.8078,13.946394,1856884
